2024-01-12 07:03:11,120 : INFO : Checking for updates to resources.json in case models have been updated.  Note: this behavior can be turned off with download_method=None or download_method=DownloadMethod.REUSE_RESOURCES
2024-01-12 07:03:12,531 : INFO : Loading these models for language: en (English):
============================================
| Processor    | Package                   |
--------------------------------------------
| tokenize     | combined                  |
| mwt          | combined                  |
| pos          | combined_charlm           |
| lemma        | combined_nocharlm         |
| constituency | ptb3-revised_charlm       |
| depparse     | combined_charlm           |
| sentiment    | sstplus                   |
| ner          | ontonotes-ww-multi_charlm |
============================================

2024-01-12 07:03:12,532 : INFO : Using device: cpu
2024-01-12 07:03:12,532 : INFO : Loading: tokenize
2024-01-12 07:03:12,788 : INFO : Loading: mwt
2024-01-12 07:03:12,810 : INFO : Loading: pos
2024-01-12 07:03:13,139 : INFO : Loading: lemma
2024-01-12 07:03:13,284 : INFO : Loading: constituency
2024-01-12 07:03:13,757 : INFO : Loading: depparse
2024-01-12 07:03:14,027 : INFO : Loading: sentiment
2024-01-12 07:03:14,310 : INFO : Loading: ner
2024-01-12 07:03:14,826 : INFO : Done loading processors!
2024-01-12 09:14:12,317 : WARNING : No results for [severe brain damage], Retry [brain damage]
2024-01-12 09:14:16,771 : WARNING : No results for [Generalized argyria], Retry [argyria]
2024-01-12 09:14:23,086 : WARNING : No results for [Its overall toxicity], Retry [overall toxicity]
2024-01-12 09:14:23,769 : WARNING : No results for [overall toxicity], Retry [toxicity]
2024-01-12 09:14:25,430 : WARNING : No results for [standard induction chemotherapy], Retry [induction chemotherapy]
2024-01-12 09:14:33,344 : WARNING : No results for [intrathecal cytosine arabinoside], Retry [cytosine arabinoside]
2024-01-12 09:14:39,746 : WARNING : No results for [irreversible posterior leukoencephalopathy], Retry [posterior leukoencephalopathy]
2024-01-12 09:14:42,512 : WARNING : No results for [intrathecal methotrexate], Retry [methotrexate]
2024-01-12 09:14:45,246 : WARNING : No results for [the anisocoria], Retry [anisocoria]
2024-01-12 09:14:46,886 : WARNING : No results for [the transdermal scopolamine patch], Retry [transdermal scopolamine patch]
2024-01-12 09:14:48,562 : WARNING : No results for [the opioid], Retry [opioid]
2024-01-12 09:14:50,991 : WARNING : No results for [the patient 's fluorosis], Retry [patient 's fluorosis]
2024-01-12 09:14:51,718 : WARNING : No results for [patient 's fluorosis], Retry ['s fluorosis]
2024-01-12 09:14:53,410 : WARNING : No results for [niflumic acid], Retry [acid]
2024-01-12 09:14:56,204 : WARNING : No results for [an anti - inflammatory agent], Retry [anti - inflammatory agent]
2024-01-12 09:14:58,839 : WARNING : No results for [sertraline treatment], Retry [treatment]
2024-01-12 09:15:02,218 : WARNING : No results for [Sustained - release procainamide], Retry [- release procainamide]
2024-01-12 09:15:03,860 : WARNING : No results for [reversible granulocytopenia], Retry [granulocytopenia]
2024-01-12 09:15:07,359 : WARNING : No results for [other monoclonal antibodies], Retry [monoclonal antibodies]
2024-01-12 09:15:11,766 : WARNING : No results for [proinflammatory cytokines], Retry [cytokines]
2024-01-12 09:15:15,416 : WARNING : No results for [interferon therapy], Retry [therapy]
2024-01-12 09:15:20,096 : WARNING : No results for [dopaminergic neurotransmission], Retry [neurotransmission]
2024-01-12 09:15:28,059 : WARNING : No results for [a high blood lead level], Retry [high blood lead level]
2024-01-12 09:15:28,658 : WARNING : No results for [high blood lead level], Retry [blood lead level]
2024-01-12 09:15:31,847 : WARNING : No results for [adequate protective measures], Retry [protective measures]
2024-01-12 09:15:33,435 : WARNING : No results for [chronic low - dosage amiodarone], Retry [low - dosage amiodarone]
2024-01-12 09:15:34,069 : WARNING : No results for [low - dosage amiodarone], Retry [- dosage amiodarone]
2024-01-12 09:15:34,699 : WARNING : No results for [- dosage amiodarone], Retry [dosage amiodarone]
2024-01-12 09:15:35,329 : WARNING : No results for [dosage amiodarone], Retry [amiodarone]
2024-01-12 09:15:37,012 : WARNING : No results for [an interstitial pneumopathy], Retry [interstitial pneumopathy]
2024-01-12 09:15:37,649 : WARNING : No results for [interstitial pneumopathy], Retry [pneumopathy]
2024-01-12 09:15:43,726 : WARNING : No results for [grand mal seizure], Retry [mal seizure]
2024-01-12 09:15:44,348 : WARNING : No results for [mal seizure], Retry [seizure]
2024-01-12 09:15:47,972 : WARNING : No results for [her neuroleptic regimen], Retry [neuroleptic regimen]
2024-01-12 09:15:48,720 : WARNING : No results for [neuroleptic regimen], Retry [regimen]
2024-01-12 09:15:51,394 : WARNING : No results for [recurrent inflammatory skin lesions], Retry [inflammatory skin lesions]
2024-01-12 09:15:52,059 : WARNING : No results for [inflammatory skin lesions], Retry [skin lesions]
2024-01-12 09:15:53,678 : WARNING : No results for [multiple erythematous nodules], Retry [erythematous nodules]
2024-01-12 09:15:54,300 : WARNING : No results for [erythematous nodules], Retry [nodules]
2024-01-12 09:16:00,757 : WARNING : No results for [propranolol therapy], Retry [therapy]
2024-01-12 09:16:02,613 : WARNING : No results for [the anti - depressant trazodone hydrochloride], Retry [anti - depressant trazodone hydrochloride]
2024-01-12 09:16:03,278 : WARNING : No results for [anti - depressant trazodone hydrochloride], Retry [- depressant trazodone hydrochloride]
2024-01-12 09:16:03,943 : WARNING : No results for [- depressant trazodone hydrochloride], Retry [depressant trazodone hydrochloride]
2024-01-12 09:16:04,588 : WARNING : No results for [depressant trazodone hydrochloride], Retry [trazodone hydrochloride]
2024-01-12 09:16:07,563 : WARNING : No results for [a serotonin antagonist], Retry [serotonin antagonist]
2024-01-12 09:16:08,173 : WARNING : No results for [serotonin antagonist], Retry [antagonist]
2024-01-12 09:16:11,698 : WARNING : No results for [prostaglandin analog use], Retry [analog use]
2024-01-12 09:16:18,378 : WARNING : No results for [altered sensorium], Retry [sensorium]
2024-01-12 09:16:19,893 : WARNING : No results for [L - asparaginase therapy], Retry [- asparaginase therapy]
2024-01-12 09:16:20,675 : WARNING : No results for [- asparaginase therapy], Retry [asparaginase therapy]
2024-01-12 09:16:21,386 : WARNING : No results for [asparaginase therapy], Retry [therapy]
2024-01-12 09:16:26,119 : WARNING : No results for [an idiosyncratic adverse reaction], Retry [idiosyncratic adverse reaction]
2024-01-12 09:16:26,908 : WARNING : No results for [idiosyncratic adverse reaction], Retry [adverse reaction]
2024-01-12 09:16:29,573 : WARNING : No results for [Disseminated cellulitic cryptococcosis], Retry [cellulitic cryptococcosis]
2024-01-12 09:16:30,214 : WARNING : No results for [cellulitic cryptococcosis], Retry [cryptococcosis]
2024-01-12 09:16:31,765 : WARNING : No results for [prednisone monotherapy], Retry [monotherapy]
2024-01-12 09:16:39,174 : WARNING : No results for [The Naranjo probability scale], Retry [Naranjo probability scale]
2024-01-12 09:16:39,896 : WARNING : No results for [Naranjo probability scale], Retry [probability scale]
2024-01-12 09:16:41,550 : WARNING : No results for [sertraline treatment], Retry [treatment]
2024-01-12 09:16:48,331 : WARNING : No results for [sulprostone use], Retry [use]
2024-01-12 09:16:54,137 : WARNING : No results for [nodular sclerosing Hodgkin 's lymphoma], Retry [sclerosing Hodgkin 's lymphoma]
2024-01-12 09:16:59,151 : WARNING : No results for [toxic liver damage], Retry [liver damage]
2024-01-12 09:17:03,671 : WARNING : No results for [an IgE mediated hypersensitivity reaction], Retry [IgE mediated hypersensitivity reaction]
2024-01-12 09:17:04,503 : WARNING : No results for [IgE mediated hypersensitivity reaction], Retry [mediated hypersensitivity reaction]
2024-01-12 09:17:08,140 : WARNING : No results for [these arrhythmias], Retry [arrhythmias]
2024-01-12 09:17:09,910 : WARNING : No results for [antiretroviral treatment], Retry [treatment]
2024-01-12 09:17:11,617 : WARNING : No results for [stavudine induced hyperlactatemia], Retry [induced hyperlactatemia]
2024-01-12 09:17:12,385 : WARNING : No results for [induced hyperlactatemia], Retry [hyperlactatemia]
2024-01-12 09:17:14,725 : WARNING : No results for [published studies], Retry [studies]
2024-01-12 09:17:21,819 : WARNING : No results for [clinically significant methemoglobinemia], Retry [significant methemoglobinemia]
2024-01-12 09:17:22,596 : WARNING : No results for [significant methemoglobinemia], Retry [methemoglobinemia]
2024-01-12 09:17:24,234 : WARNING : No results for [an axillary block], Retry [axillary block]
2024-01-12 09:17:32,414 : WARNING : No results for [whose symptoms], Retry [symptoms]
2024-01-12 09:17:36,058 : WARNING : No results for [L - asparaginase therapy], Retry [- asparaginase therapy]
2024-01-12 09:17:36,883 : WARNING : No results for [- asparaginase therapy], Retry [asparaginase therapy]
2024-01-12 09:17:37,657 : WARNING : No results for [asparaginase therapy], Retry [therapy]
2024-01-12 09:17:41,679 : WARNING : No results for [other neuropsychological deficits], Retry [neuropsychological deficits]
2024-01-12 09:17:42,317 : WARNING : No results for [neuropsychological deficits], Retry [deficits]
2024-01-12 09:17:44,070 : WARNING : No results for [prolonged terbinafine], Retry [terbinafine]
2024-01-12 09:17:46,799 : WARNING : No results for [high - grade atrioventricular ( AV ) block], Retry [- grade atrioventricular ( AV ) block]
2024-01-12 09:17:47,647 : WARNING : No results for [- grade atrioventricular ( AV ) block], Retry [grade atrioventricular ( AV ) block]
2024-01-12 09:17:48,495 : WARNING : No results for [grade atrioventricular ( AV ) block], Retry [atrioventricular ( AV ) block]
2024-01-12 09:17:49,320 : WARNING : No results for [atrioventricular ( AV ) block], Retry [( AV ) block]
2024-01-12 09:17:50,886 : WARNING : No results for [intravenous aminophylline], Retry [aminophylline]
2024-01-12 09:17:53,612 : WARNING : No results for [the two local anesthetics], Retry [two local anesthetics]
2024-01-12 09:17:54,401 : WARNING : No results for [two local anesthetics], Retry [local anesthetics]
2024-01-12 09:18:00,958 : WARNING : No results for [other oxidants], Retry [oxidants]
2024-01-12 09:18:03,577 : WARNING : No results for [Hepatobiliary disorders], Retry [disorders]
2024-01-12 09:18:07,271 : WARNING : No results for [orally administered terbinafine], Retry [administered terbinafine]
2024-01-12 09:18:08,019 : WARNING : No results for [administered terbinafine], Retry [terbinafine]
2024-01-12 09:18:11,459 : WARNING : No results for [like symptoms], Retry [symptoms]
2024-01-12 09:18:24,761 : WARNING : No results for [nine previous uncomplicated cycles], Retry [previous uncomplicated cycles]
2024-01-12 09:18:25,588 : WARNING : No results for [previous uncomplicated cycles], Retry [uncomplicated cycles]
2024-01-12 09:18:26,325 : WARNING : No results for [uncomplicated cycles], Retry [cycles]
2024-01-12 09:18:36,741 : WARNING : No results for [an acute amnestic episode], Retry [acute amnestic episode]
2024-01-12 09:18:37,456 : WARNING : No results for [acute amnestic episode], Retry [amnestic episode]
2024-01-12 09:18:38,143 : WARNING : No results for [amnestic episode], Retry [episode]
2024-01-12 09:18:40,722 : WARNING : No results for [Corneal endothelial dysfunction], Retry [endothelial dysfunction]
2024-01-12 09:18:42,281 : WARNING : No results for [amantadine toxicity], Retry [toxicity]
2024-01-12 09:18:47,799 : WARNING : No results for [a pharmacokinetic study], Retry [pharmacokinetic study]
2024-01-12 09:18:54,329 : WARNING : No results for [major adverse cardiorespiratory], Retry [adverse cardiorespiratory]
2024-01-12 09:18:55,162 : WARNING : No results for [adverse cardiorespiratory], Retry [cardiorespiratory]
2024-01-12 09:18:59,458 : WARNING : No results for [The delayed encephalopathy], Retry [delayed encephalopathy]
2024-01-12 09:19:00,219 : WARNING : No results for [delayed encephalopathy], Retry [encephalopathy]
2024-01-12 09:19:01,850 : WARNING : No results for [intrathecal methotrexate], Retry [methotrexate]
2024-01-12 09:19:03,461 : WARNING : No results for [Gold - induced aplastic anemia], Retry [- induced aplastic anemia]
2024-01-12 09:19:06,767 : WARNING : No results for [praziquantel therapy], Retry [therapy]
2024-01-12 09:19:08,577 : WARNING : No results for [Acute intravascular hemolysis], Retry [intravascular hemolysis]
2024-01-12 09:19:11,117 : WARNING : No results for [another oral sulfonylurea drug], Retry [oral sulfonylurea drug]
2024-01-12 09:19:11,742 : WARNING : No results for [oral sulfonylurea drug], Retry [sulfonylurea drug]
2024-01-12 09:19:12,512 : WARNING : No results for [sulfonylurea drug], Retry [drug]
2024-01-12 09:19:21,046 : WARNING : No results for [this toxicity], Retry [toxicity]
2024-01-12 09:19:22,596 : WARNING : No results for [IFN therapy], Retry [therapy]
2024-01-12 09:19:26,381 : WARNING : No results for [Reversible nonthrombocytopenic palpable purpura], Retry [nonthrombocytopenic palpable purpura]
2024-01-12 09:19:27,053 : WARNING : No results for [nonthrombocytopenic palpable purpura], Retry [palpable purpura]
2024-01-12 09:19:27,657 : WARNING : No results for [palpable purpura], Retry [purpura]
2024-01-12 09:19:35,855 : WARNING : No results for [alpha ( IFN - alpha ) treatment], Retry [( IFN - alpha ) treatment]
2024-01-12 09:19:36,490 : WARNING : No results for [( IFN - alpha ) treatment], Retry [IFN - alpha ) treatment]
2024-01-12 09:19:37,095 : WARNING : No results for [IFN - alpha ) treatment], Retry [- alpha ) treatment]
2024-01-12 09:19:37,706 : WARNING : No results for [- alpha ) treatment], Retry [alpha ) treatment]
2024-01-12 09:19:38,294 : WARNING : No results for [alpha ) treatment], Retry [) treatment]
2024-01-12 09:19:40,874 : WARNING : No results for [the specific genetic susceptibility], Retry [specific genetic susceptibility]
2024-01-12 09:19:41,495 : WARNING : No results for [specific genetic susceptibility], Retry [genetic susceptibility]
2024-01-12 09:19:43,035 : WARNING : No results for [the thyroid disease], Retry [thyroid disease]
2024-01-12 09:19:50,880 : WARNING : No results for [antral hyperplasia], Retry [hyperplasia]
2024-01-12 09:19:52,441 : WARNING : No results for [this delay], Retry [delay]
2024-01-12 09:19:54,242 : WARNING : No results for [magnesium sulfate treatment], Retry [sulfate treatment]
2024-01-12 09:19:54,818 : WARNING : No results for [sulfate treatment], Retry [treatment]
2024-01-12 09:20:02,153 : WARNING : No results for [other medications], Retry [medications]
2024-01-12 09:20:06,673 : WARNING : No results for [pericardial hemorrhage], Retry [hemorrhage]
2024-01-12 09:20:08,645 : WARNING : No results for [low - dose acetylsalicylic acid], Retry [- dose acetylsalicylic acid]
2024-01-12 09:20:09,458 : WARNING : No results for [- dose acetylsalicylic acid], Retry [dose acetylsalicylic acid]
2024-01-12 09:20:10,248 : WARNING : No results for [dose acetylsalicylic acid], Retry [acetylsalicylic acid]
2024-01-12 09:20:13,876 : WARNING : No results for [low - dose methotrexate therapy], Retry [- dose methotrexate therapy]
2024-01-12 09:20:17,350 : WARNING : No results for [intravenous pentamidine therapy], Retry [pentamidine therapy]
2024-01-12 09:20:18,083 : WARNING : No results for [pentamidine therapy], Retry [therapy]
2024-01-12 09:20:22,697 : WARNING : No results for [a perforated gastric ulcer], Retry [perforated gastric ulcer]
2024-01-12 09:20:26,182 : WARNING : No results for [peripheral vasculopathy], Retry [vasculopathy]
2024-01-12 09:20:32,464 : WARNING : No results for [k bipolar manic], Retry [bipolar manic]
2024-01-12 09:20:35,029 : WARNING : No results for [lithium prophylaxis], Retry [prophylaxis]
2024-01-12 09:20:39,430 : WARNING : No results for [masticatory dyskinesia], Retry [dyskinesia]
2024-01-12 09:20:45,223 : WARNING : No results for [fetal hemoglobin ( Hb F ) levels], Retry [hemoglobin ( Hb F ) levels]
2024-01-12 09:20:45,891 : WARNING : No results for [hemoglobin ( Hb F ) levels], Retry [( Hb F ) levels]
2024-01-12 09:21:01,502 : WARNING : No results for [bronchopulmonary complications], Retry [complications]
2024-01-12 09:21:05,124 : WARNING : No results for [a febrile episode], Retry [febrile episode]
2024-01-12 09:21:08,630 : WARNING : No results for [The renal biopsy], Retry [renal biopsy]
2024-01-12 09:21:13,737 : WARNING : No results for [minimal myometrial invasion], Retry [myometrial invasion]
2024-01-12 09:21:21,982 : WARNING : No results for [severe hypocalcaemia], Retry [hypocalcaemia]
2024-01-12 09:21:23,640 : WARNING : No results for [a prostate cancer], Retry [prostate cancer]
2024-01-12 09:21:25,260 : WARNING : No results for [extensive osteoblastic bone metastases], Retry [osteoblastic bone metastases]
2024-01-12 09:21:25,899 : WARNING : No results for [osteoblastic bone metastases], Retry [bone metastases]
2024-01-12 09:21:26,570 : WARNING : No results for [bone metastases], Retry [metastases]
2024-01-12 09:21:29,097 : WARNING : No results for [severe paralytic ileus], Retry [paralytic ileus]
2024-01-12 09:21:30,771 : WARNING : No results for [bortezomib therapy], Retry [therapy]
2024-01-12 09:21:32,709 : WARNING : No results for [progressive constipation], Retry [constipation]
2024-01-12 09:21:34,283 : WARNING : No results for [other known causes], Retry [known causes]
2024-01-12 09:21:43,610 : WARNING : No results for [the abnormal hypersensitivity], Retry [abnormal hypersensitivity]
2024-01-12 09:21:47,318 : WARNING : No results for [worsening headache], Retry [headache]
2024-01-12 09:22:00,258 : WARNING : No results for [beclomethasone diproprionate inhaler], Retry [diproprionate inhaler]
2024-01-12 09:22:01,045 : WARNING : No results for [diproprionate inhaler], Retry [inhaler]
2024-01-12 09:22:02,719 : WARNING : No results for [an eosinophilic pneumonia reaction], Retry [eosinophilic pneumonia reaction]
2024-01-12 09:22:03,349 : WARNING : No results for [eosinophilic pneumonia reaction], Retry [pneumonia reaction]
2024-01-12 09:22:11,927 : WARNING : No results for [an erythematous papular eruption], Retry [erythematous papular eruption]
2024-01-12 09:22:12,562 : WARNING : No results for [erythematous papular eruption], Retry [papular eruption]
2024-01-12 09:22:18,112 : WARNING : No results for [severe aplastic anemia], Retry [aplastic anemia]
2024-01-12 09:22:20,628 : WARNING : No results for [amiodarone pneumonitis], Retry [pneumonitis]
2024-01-12 09:22:24,838 : WARNING : No results for [Intravenous diazepam], Retry [diazepam]
2024-01-12 09:22:30,772 : WARNING : No results for [its antagonist activity], Retry [antagonist activity]
2024-01-12 09:22:32,781 : WARNING : No results for [antagonist activity], Retry [activity]
2024-01-12 09:22:40,378 : WARNING : No results for [a prior ulnar nerve], Retry [prior ulnar nerve]
2024-01-12 09:22:41,048 : WARNING : No results for [prior ulnar nerve], Retry [ulnar nerve]
2024-01-12 09:22:45,652 : WARNING : No results for [severe , bilateral , sensori - neural hearing loss], Retry [, bilateral , sensori - neural hearing loss]
2024-01-12 09:22:46,400 : WARNING : No results for [, bilateral , sensori - neural hearing loss], Retry [bilateral , sensori - neural hearing loss]
2024-01-12 09:22:47,086 : WARNING : No results for [bilateral , sensori - neural hearing loss], Retry [, sensori - neural hearing loss]
2024-01-12 09:22:50,536 : WARNING : No results for [subacute methotrexate - related neurotoxicity], Retry [methotrexate - related neurotoxicity]
2024-01-12 09:22:51,186 : WARNING : No results for [methotrexate - related neurotoxicity], Retry [- related neurotoxicity]
2024-01-12 09:22:51,942 : WARNING : No results for [- related neurotoxicity], Retry [related neurotoxicity]
2024-01-12 09:22:52,697 : WARNING : No results for [related neurotoxicity], Retry [neurotoxicity]
2024-01-12 09:23:02,814 : WARNING : No results for [extramedullary relapse], Retry [relapse]
2024-01-12 09:23:06,307 : WARNING : No results for [a lupus - like syndrome], Retry [lupus - like syndrome]
2024-01-12 09:23:07,819 : WARNING : No results for [this agent], Retry [agent]
2024-01-12 09:23:10,590 : WARNING : No results for [hexoprenaline administration], Retry [administration]
2024-01-12 09:23:13,225 : WARNING : No results for [a modified topical treatment regimen], Retry [modified topical treatment regimen]
2024-01-12 09:23:13,853 : WARNING : No results for [modified topical treatment regimen], Retry [topical treatment regimen]
2024-01-12 09:23:14,462 : WARNING : No results for [topical treatment regimen], Retry [treatment regimen]
2024-01-12 09:23:17,924 : WARNING : No results for [Reye - like syndrome], Retry [- like syndrome]
2024-01-12 09:23:20,615 : WARNING : No results for [the pantothenic acid antagonist], Retry [pantothenic acid antagonist]
2024-01-12 09:23:21,260 : WARNING : No results for [pantothenic acid antagonist], Retry [acid antagonist]
2024-01-12 09:23:22,981 : WARNING : No results for [calcium hopantenate], Retry [hopantenate]
2024-01-12 09:23:25,160 : WARNING : No results for [nevirapine use], Retry [use]
2024-01-12 09:23:27,059 : WARNING : No results for [the in vitro heparin], Retry [in vitro heparin]
2024-01-12 09:23:27,683 : WARNING : No results for [in vitro heparin], Retry [vitro heparin]
2024-01-12 09:23:28,285 : WARNING : No results for [vitro heparin], Retry [heparin]
2024-01-12 09:23:29,884 : WARNING : No results for [induced platelet activation], Retry [platelet activation]
2024-01-12 09:23:31,503 : WARNING : No results for [standard heparin], Retry [heparin]
2024-01-12 09:23:33,106 : WARNING : No results for [the LMW heparins Fragmin], Retry [LMW heparins Fragmin]
2024-01-12 09:23:33,725 : WARNING : No results for [LMW heparins Fragmin], Retry [heparins Fragmin]
2024-01-12 09:23:36,950 : WARNING : No results for [all induced platelet activation], Retry [induced platelet activation]
2024-01-12 09:23:37,594 : WARNING : No results for [induced platelet activation], Retry [platelet activation]
2024-01-12 09:23:39,214 : WARNING : No results for [the patient 's serum], Retry [patient 's serum]
2024-01-12 09:23:43,798 : WARNING : No results for [a hyperlactatemia relapse], Retry [hyperlactatemia relapse]
2024-01-12 09:23:44,611 : WARNING : No results for [hyperlactatemia relapse], Retry [relapse]
2024-01-12 09:23:46,226 : WARNING : No results for [intravenous Zoledronic acid], Retry [Zoledronic acid]
2024-01-12 09:23:49,677 : WARNING : No results for [the catatonia syndrome], Retry [catatonia syndrome]
2024-01-12 09:23:50,283 : WARNING : No results for [catatonia syndrome], Retry [syndrome]
2024-01-12 09:23:52,408 : WARNING : No results for [disulfiram therapy], Retry [therapy]
2024-01-12 09:23:54,188 : WARNING : No results for [Prolonged prostate], Retry [prostate]
2024-01-12 09:23:55,839 : WARNING : No results for [flutamide withdrawal syndrome], Retry [withdrawal syndrome]
2024-01-12 09:23:59,071 : WARNING : No results for [the elevation], Retry [elevation]
2024-01-12 09:24:02,678 : WARNING : No results for [increased urinary N - acetyl glucosaminase], Retry [urinary N - acetyl glucosaminase]
2024-01-12 09:24:03,331 : WARNING : No results for [urinary N - acetyl glucosaminase], Retry [N - acetyl glucosaminase]
2024-01-12 09:24:03,962 : WARNING : No results for [N - acetyl glucosaminase], Retry [- acetyl glucosaminase]
2024-01-12 09:24:04,606 : WARNING : No results for [- acetyl glucosaminase], Retry [acetyl glucosaminase]
2024-01-12 09:24:05,231 : WARNING : No results for [acetyl glucosaminase], Retry [glucosaminase]
2024-01-12 09:24:06,592 : WARNING : No results for [the drug administration], Retry [drug administration]
2024-01-12 09:24:10,218 : WARNING : No results for [acetazolamide therapy], Retry [therapy]
2024-01-12 09:24:12,986 : WARNING : No results for [prolonged ECT seizure], Retry [ECT seizure]
2024-01-12 09:24:13,561 : WARNING : No results for [ECT seizure], Retry [seizure]
2024-01-12 09:24:16,203 : WARNING : No results for [beta - lactam antibiotics], Retry [- lactam antibiotics]
2024-01-12 09:24:16,906 : WARNING : No results for [- lactam antibiotics], Retry [lactam antibiotics]
2024-01-12 09:24:17,575 : WARNING : No results for [lactam antibiotics], Retry [antibiotics]
2024-01-12 09:24:22,176 : WARNING : No results for [profound hyponatremia], Retry [hyponatremia]
2024-01-12 09:24:23,720 : WARNING : No results for [adenine arabinoside], Retry [arabinoside]
2024-01-12 09:24:29,079 : WARNING : No results for [Life - threatening anaphylactoid reaction], Retry [- threatening anaphylactoid reaction]
2024-01-12 09:24:31,609 : WARNING : No results for [concurrent chemoradiotherapy], Retry [chemoradiotherapy]
2024-01-12 09:24:33,330 : WARNING : No results for [nasopharyngeal cancer], Retry [cancer]
2024-01-12 09:24:38,838 : WARNING : No results for [recombinant alpha interferon], Retry [alpha interferon]
2024-01-12 09:24:40,394 : WARNING : No results for [Such anagen effluvium], Retry [anagen effluvium]
2024-01-12 09:24:43,129 : WARNING : No results for [INH therapy], Retry [therapy]
2024-01-12 09:24:49,707 : WARNING : No results for [chronic dipivefrin application], Retry [dipivefrin application]
2024-01-12 09:24:50,450 : WARNING : No results for [dipivefrin application], Retry [application]
2024-01-12 09:24:54,779 : WARNING : No results for [severe , recalcitrant nodular acne], Retry [, recalcitrant nodular acne]
2024-01-12 09:24:55,421 : WARNING : No results for [, recalcitrant nodular acne], Retry [recalcitrant nodular acne]
2024-01-12 09:24:56,050 : WARNING : No results for [recalcitrant nodular acne], Retry [nodular acne]
2024-01-12 09:24:57,698 : WARNING : No results for [acute severe hepatitis], Retry [severe hepatitis]
2024-01-12 09:24:58,419 : WARNING : No results for [severe hepatitis], Retry [hepatitis]
2024-01-12 09:25:00,058 : WARNING : No results for [erlotinib monotherapy], Retry [monotherapy]
2024-01-12 09:25:01,596 : WARNING : No results for [locally advanced pancreatic cancer], Retry [advanced pancreatic cancer]
2024-01-12 09:25:02,326 : WARNING : No results for [advanced pancreatic cancer], Retry [pancreatic cancer]
2024-01-12 09:25:03,927 : WARNING : No results for [Withdrawal emergent syndrome], Retry [emergent syndrome]
2024-01-12 09:25:04,607 : WARNING : No results for [emergent syndrome], Retry [syndrome]
2024-01-12 09:25:06,777 : WARNING : No results for [maternal haloperidol therapy], Retry [haloperidol therapy]
2024-01-12 09:25:07,789 : WARNING : No results for [haloperidol therapy], Retry [therapy]
2024-01-12 09:25:12,468 : WARNING : No results for [his delirium], Retry [delirium]
2024-01-12 09:25:15,266 : WARNING : No results for [the antiepileptic drug], Retry [antiepileptic drug]
2024-01-12 09:25:19,688 : WARNING : No results for [his scleritis], Retry [scleritis]
2024-01-12 09:25:23,168 : WARNING : No results for [hepatic angiosarcoma], Retry [angiosarcoma]
2024-01-12 09:25:24,989 : WARNING : No results for [long - term cyclophosphamide treatment], Retry [- term cyclophosphamide treatment]
2024-01-12 09:25:25,833 : WARNING : No results for [- term cyclophosphamide treatment], Retry [term cyclophosphamide treatment]
2024-01-12 09:25:26,685 : WARNING : No results for [term cyclophosphamide treatment], Retry [cyclophosphamide treatment]
2024-01-12 09:25:27,568 : WARNING : No results for [cyclophosphamide treatment], Retry [treatment]
2024-01-12 09:25:37,003 : WARNING : No results for [a life - threatening anaphylactoid reaction], Retry [life - threatening anaphylactoid reaction]
2024-01-12 09:25:37,816 : WARNING : No results for [life - threatening anaphylactoid reaction], Retry [- threatening anaphylactoid reaction]
2024-01-12 09:25:45,998 : WARNING : No results for [permanent sensorineural hearing loss], Retry [sensorineural hearing loss]
2024-01-12 09:25:49,748 : WARNING : No results for [permanent sensorineural hearing loss], Retry [sensorineural hearing loss]
2024-01-12 09:25:53,387 : WARNING : No results for [different psychotropic drugs], Retry [psychotropic drugs]
2024-01-12 09:25:57,432 : WARNING : No results for [a treatment regimen], Retry [treatment regimen]
2024-01-12 09:25:59,008 : WARNING : No results for [large intramural esophageal hematoma], Retry [intramural esophageal hematoma]
2024-01-12 09:26:01,497 : WARNING : No results for [Persistent light reactivity], Retry [light reactivity]
2024-01-12 09:26:03,168 : WARNING : No results for [systemic quinine], Retry [quinine]
2024-01-12 09:26:06,837 : WARNING : No results for [both propylthiouracil], Retry [propylthiouracil]
2024-01-12 09:26:10,256 : WARNING : No results for [underlying chronic conditions], Retry [chronic conditions]
2024-01-12 09:26:11,860 : WARNING : No results for [dapsone hypersensitivity syndrome], Retry [hypersensitivity syndrome]
2024-01-12 09:26:14,537 : WARNING : No results for [a brown recluse spider], Retry [brown recluse spider]
2024-01-12 09:26:18,934 : WARNING : No results for [other adverse effects], Retry [adverse effects]
2024-01-12 09:26:20,534 : WARNING : No results for [falciparum malaria disease], Retry [malaria disease]
2024-01-12 09:26:21,211 : WARNING : No results for [malaria disease], Retry [disease]
2024-01-12 09:26:23,540 : WARNING : No results for [a reversible hearing loss], Retry [reversible hearing loss]
2024-01-12 09:26:24,265 : WARNING : No results for [reversible hearing loss], Retry [hearing loss]
2024-01-12 09:26:25,980 : WARNING : No results for [quinine therapy], Retry [therapy]
2024-01-12 09:26:29,624 : WARNING : No results for [nebulised morphine], Retry [morphine]
2024-01-12 09:26:31,347 : WARNING : No results for [markedly bradypneic], Retry [bradypneic]
2024-01-12 09:26:35,575 : WARNING : No results for [previously published data], Retry [published data]
2024-01-12 09:26:36,162 : WARNING : No results for [published data], Retry [data]
2024-01-12 09:26:37,829 : WARNING : No results for [serum ammonia levels], Retry [ammonia levels]
